Smart_contract,ID_token,Transaction_hash,Seller_address,Seller_username,Buyer_address,Buyer_username,Image_url_1,Image_url_2,Image_url_3,Image_url_4,Price_Crypto,Crypto,Price_USD,Name,Description,Collection,Market,Datetime_updated,Datetime_updated_seconds,Permanent_link,Unique_id_collection,Collection_cleaned,Category
,55822131.0,0xccfeeefc840efdb31ec864b893cba96551f2e0b810274517a14464b59d170987,0x4ef40d1bf0983899892946830abf99eca2dbc5ce,,0x9ecee66868cbbb2c0b45fcf77a16e4fb965eb710,,https://card.godsunchained.com/?id=152&q=3,,,,0.0242,ETH,17.748884999999994,,,Godsunchained,Godsunchained,2021-01-01 00:00:00,2021-01-01 23:28:13,,"('Godsunchained', '55822131.0')",Godsunchained,Games
,3714295.0,0x74cc39a82d3efb7626789b38ad2b64c73de7950e330002921e9b46ce49ed58d5,0x6958f5e95332d93d21af0d7b9ca85b8212fee0a5,,0x010bc884a9aba282d95a5db4cde18806be45f1f9,,https://card.godsunchained.com/?id=121&q=4,,,,0.0006,ETH,0.4400549999999999,,,Godsunchained,Godsunchained,2021-01-01 00:00:00,2021-01-01 22:45:48,,"('Godsunchained', '3714295.0')",Godsunchained,Games
,39488114.0,0x942583ef2639d087d68c879852ea36035490f27261895f3449b34f218c0982d0,0xb04239b53806ab31141e6cd47c63fb3480cac908,,0x72122fd4c313e340cb407e0adb6367799d2a7f01,,https://card.godsunchained.com/?id=241&q=4,,,,0.0014,ETH,1.026795,,,Godsunchained,Godsunchained,2021-01-01 00:00:00,2021-01-01 22:37:15,,"('Godsunchained', '39488114.0')",Godsunchained,Games
,135031689.0,0x2f86e25aec404feba53f2bfb896a3314f0b6b43d989d4475f9d3e94fe5dbaa9f,0x6958f5e95332d93d21af0d7b9ca85b8212fee0a5,,0x010bc884a9aba282d95a5db4cde18806be45f1f9,,https://card.godsunchained.com/?id=1018&q=4,,,,0.008,ETH,5.8674,,,Godsunchained,Godsunchained,2021-01-01 00:00:00,2021-01-01 21:36:31,,"('Godsunchained', '135031689.0')",Godsunchained,Games
,15212324.0,0x78e5f3e71cdea5df583c0f81e057b1c40ab80d0e8042d1201dc59e843de4e247,0x6958f5e95332d93d21af0d7b9ca85b8212fee0a5,,0x010bc884a9aba282d95a5db4cde18806be45f1f9,,https://card.godsunchained.com/?id=106&q=4,,,,0.0098,ETH,7.187564999999998,,,Godsunchained,Godsunchained,2021-01-01 00:00:00,2021-01-01 21:20:56,,"('Godsunchained', '15212324.0')",Godsunchained,Games
,122609283.0,0xcdf0e3a4f0380bf6acde48d25bbb8f29e22023c0e73f6067b6f1502e5ada856e,0x6958f5e95332d93d21af0d7b9ca85b8212fee0a5,,0x0008d343091ef8bd3efa730f6aae5a26a285c7a2,,https://card.godsunchained.com/?id=127&q=1,,,,0.1,ETH,73.3425,,,Godsunchained,Godsunchained,2021-01-01 00:00:00,2021-01-01 21:19:56,,"('Godsunchained', '122609283.0')",Godsunchained,Games
,122322847.0,0x0a89b3fb383ec5b977019a82abbc6067a078682f6b9fb21669dd926a8aa0ecdf,0xb04239b53806ab31141e6cd47c63fb3480cac908,,0x72122fd4c313e340cb407e0adb6367799d2a7f01,,https://card.godsunchained.com/?id=357&q=4,,,,0.0039,ETH,2.8603575,,,Godsunchained,Godsunchained,2021-01-01 00:00:00,2021-01-01 21:16:26,,"('Godsunchained', '122322847.0')",Godsunchained,Games
,129632384.0,0x2d39fdf562618822fa6e6060f5d5e9e8ce67b3fbc98d4b81340fa55b908c9062,0x6958f5e95332d93d21af0d7b9ca85b8212fee0a5,,0x010bc884a9aba282d95a5db4cde18806be45f1f9,,https://card.godsunchained.com/?id=121&q=4,,,,0.0006,ETH,0.4400549999999999,,,Godsunchained,Godsunchained,2021-01-01 00:00:00,2021-01-01 21:16:21,,"('Godsunchained', '129632384.0')",Godsunchained,Games
,2729716.0,0x80b2901b23ea0b0f22640a77da5662030dd0cb9d2159b91630f7bcd3ca2ba835,0x6958f5e95332d93d21af0d7b9ca85b8212fee0a5,,0x010bc884a9aba282d95a5db4cde18806be45f1f9,,https://card.godsunchained.com/?id=365&q=4,,,,0.035,ETH,25.669875,,,Godsunchained,Godsunchained,2021-01-01 00:00:00,2021-01-01 21:08:58,,"('Godsunchained', '2729716.0')",Godsunchained,Games
,3432780.0,0x6bd71a2bb04c5e075cd7d40eb6f377a316350fc49854eb4923958515e65040f9,0x6958f5e95332d93d21af0d7b9ca85b8212fee0a5,,0x010bc884a9aba282d95a5db4cde18806be45f1f9,,https://card.godsunchained.com/?id=360&q=4,,,,0.0002,ETH,0.1466849999999999,,,Godsunchained,Godsunchained,2021-01-01 00:00:00,2021-01-01 21:03:54,,"('Godsunchained', '3432780.0')",Godsunchained,Games
,141114051.0,0x5e3a34b9ca62f963643d4a072d12fd6e04cc90c600b06100599b5c015beda06d,0x6958f5e95332d93d21af0d7b9ca85b8212fee0a5,,0x5a8a6647df1df8e2967fc6ac47349d109c1f6194,,https://card.godsunchained.com/?id=1013&q=4,,,,0.022,ETH,16.13535,,,Godsunchained,Godsunchained,2021-01-01 00:00:00,2021-01-01 20:26:46,,"('Godsunchained', '141114051.0')",Godsunchained,Games
,56851804.0,0x982bb0222e54dbfc91dd500377ed9cfad2fd09735f57238b71a3d3b7c5a93891,0xb04239b53806ab31141e6cd47c63fb3480cac908,,0x01cc81071f5c50474bbcca7e14286e5c27ac3fea,,https://card.godsunchained.com/?id=207&q=4,,,,0.024,ETH,17.6022,,,Godsunchained,Godsunchained,2021-01-01 00:00:00,2021-01-01 16:12:37,,"('Godsunchained', '56851804.0')",Godsunchained,Games
